0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.194931170752924876e-01,5.171894460385156878e-01,5.123957642562042558e-01,4.881093009247141068e-01,4.429414910598238331e-01,3.936050125903067243e-01,3.284373764948050334e-01,2.740962868194862234e-01,2.082432418102321547e-01,1.254557972098394036e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.691601136207405487e-01,6.707735774096647008e-01,4.563211582021781676e-01,4.563211582021781676e-01,4.563211582021781676e-01,4.563211582021781676e-01,4.563211582021781676e-01,4.563211582021781676e-01,4.563211582021781676e-01,4.563211582021781676e-01,4.563211582021781676e-01,4.563211582021781676e-01
7.278219320248119351e-01,2.814507178829743217e-01,2.814507178829743217e-01,2.814507178829743217e-01,2.814507178829743217e-01,2.814507178829743217e-01,2.814507178829743217e-01,2.814507178829743217e-01,2.814507178829743217e-01,2.814507178829743217e-01,2.814507178829743217e-01,2.814507178829743217e-01
7.098606868650348956e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.971255213754780966e-01,4.896508135203436751e-01,5.146961323283510970e-01,5.146961323283510970e-01,5.146961323283510970e-01,5.146961323283510970e-01,5.146961323283510970e-01,5.146961323283510970e-01,5.146961323283510970e-01,5.146961323283510970e-01,5.146961323283510970e-01,5.146961323283510970e-01
9.047881274788803774e-01,5.167520960337043112e-01,5.084363831718161642e-01,4.916141124727441691e-01,4.658758131485725151e-01,4.658758131485725151e-01,4.658758131485725151e-01,4.658758131485725151e-01,4.658758131485725151e-01,4.658758131485725151e-01,4.658758131485725151e-01,4.658758131485725151e-01
6.724994124150709407e-01,2.814507178829743217e-01,2.814507178829743217e-01,2.814507178829743217e-01,2.814507178829743217e-01,2.814507178829743217e-01,2.814507178829743217e-01,2.814507178829743217e-01,2.814507178829743217e-01,2.814507178829743217e-01,2.814507178829743217e-01,2.814507178829743217e-01
7.924697340947262081e-01,4.754818403532783400e-01,4.754818403532783400e-01,4.754818403532783400e-01,4.754818403532783400e-01,4.754818403532783400e-01,4.754818403532783400e-01,4.754818403532783400e-01,4.754818403532783400e-01,4.754818403532783400e-01,4.754818403532783400e-01,4.754818403532783400e-01
8.142844236641016975e-01,5.146961323283510970e-01,5.146961323283510970e-01,5.146961323283510970e-01,5.146961323283510970e-01,5.146961323283510970e-01,5.146961323283510970e-01,5.146961323283510970e-01,5.146961323283510970e-01,5.146961323283510970e-01,5.146961323283510970e-01,5.146961323283510970e-01
